ID;Nome e cognome;Email (chiave);Tipologia stakeholder;Regione;Canale di ingaggio;In database DEM
851;Sara Ferretti;sara.ferretti@example.org;HCP - Diabetologo;Lazio;Database DEM;true
852;Claudia Mancini;claudia.mancini@example.org;Studio medico / Ambulatorio;Lazio;Database DEM;true
853;Enrico Morelli;enrico.morelli@example.org;HCP - Infermiere / Educatore;Emilia-Romagna;Database DEM;true
854;Anna Perini;anna.perini@example.org;HCP - Endocrinologo;Lazio;Database DEM;true
855;Claudio Carbone;claudio.carbone@example.org;Studio medico / Ambulatorio;Toscana;Database DEM;true
856;Matteo Landi;matteo.landi@example.org;HCP - Infermiere / Educatore;Lombardia;Database DEM;true
857;Giulio Colombo;giulio.colombo@example.org;HCP - Endocrinologo;Toscana;Database DEM;true
858;Gianluca Ferrara;gianluca.ferrara@example.org;HCP - Diabetologo;Lazio;Database DEM;true
859;Vincenzo Donati;vincenzo.donati@example.org;HCP - Diabetologo;Puglia;Database DEM;true
860;Carlo Gallo;carlo.gallo@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
861;Chiara Toscano;chiara.toscano@example.org;HCP - Medico di medicina generale;Sicilia;Database DEM;true
862;Sofia Benedetti;sofia.benedetti@example.org;HCP - Diabetologo;Toscana;Database DEM;true
863;Chiara Giuliani;chiara.giuliani@example.org;HCP - Medico di medicina generale;Sicilia;Database DEM;true
864;Filippo Giuliani;filippo.giuliani@example.org;HCP - Infermiere / Educatore;Sicilia;Database DEM;true
865;Luigi Salerno;luigi.salerno@example.org;HCP - Infermiere / Educatore;Campania;Database DEM;true
866;Francesca Vitale;francesca.vitale@example.org;Direzione sanitaria;Lombardia;Database DEM;true
867;Mariangela Valente;mariangela.valente@example.org;HCP - Infermiere / Educatore;Piemonte;Database DEM;true
868;Giuseppe Benedetti;giuseppe.benedetti@example.org;HCP - Endocrinologo;Veneto;Database DEM;true
869;Simone Pisani;simone.pisani@example.org;HCP - Medico di medicina generale;Piemonte;Database DEM;true
870;Pietro Marchetti;pietro.marchetti@example.org;HCP - Diabetologo;Campania;Database DEM;true
871;Viola Balestra;viola.balestra@example.org;HCP - Medico di medicina generale;Lazio;Database DEM;true
872;Gabriele Ferrara;gabriele.ferrara@example.org;HCP - Diabetologo;Toscana;Database DEM;true
873;Giorgio Bassi;giorgio.bassi@example.org;HCP - Infermiere / Educatore;Toscana;Database DEM;true
874;Francesco Bruni;francesco.bruni@example.org;HCP - Endocrinologo;Calabria;Database DEM;true
875;Martina Franco;martina.franco@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
876;Ilaria Ariemma;ilaria.ariemma@example.org;HCP - Endocrinologo;Sicilia;Database DEM;true
877;Elisa Sartori;elisa.sartori@example.org;Studio medico / Ambulatorio;Lombardia;Database DEM;true
878;Enrico Martini;enrico.martini@example.org;HCP - Endocrinologo;Lombardia;Database DEM;true
879;Claudia Martini;claudia.martini@example.org;Studio medico / Ambulatorio;Sicilia;Database DEM;true
880;Silvia Greco;silvia.greco@example.org;Studio medico / Ambulatorio;Abruzzo;Database DEM;true
881;Elena Sala;elena.sala@example.org;HCP - Infermiere / Educatore;Emilia-Romagna;Database DEM;true
882;Nicola Balestra;nicola.balestra@example.org;HCP - Infermiere / Educatore;Toscana;Database DEM;true
883;Valeria Cirillo;valeria.cirillo@example.org;HCP - Diabetologo;Emilia-Romagna;Database DEM;true
884;Paolo Silvestri;paolo.silvestri@example.org;HCP - Endocrinologo;Campania;Database DEM;true
885;Gianluca Romano;gianluca.romano@example.org;HCP - Infermiere / Educatore;Campania;Database DEM;true
886;Roberto Monaco;roberto.monaco@example.org;HCP - Infermiere / Educatore;Liguria;Database DEM;true
887;Lucia Rossetti;lucia.rossetti@example.org;Studio medico / Ambulatorio;Lazio;Database DEM;true
888;Silvia Desantis;silvia.desantis@example.org;HCP - Infermiere / Educatore;Sicilia;Database DEM;true
889;Lucia Ferretti;lucia.ferretti@example.org;Studio medico / Ambulatorio;Puglia;Database DEM;true
890;Luigi Giuliani;luigi.giuliani@example.org;HCP - Medico di medicina generale;Toscana;Database DEM;true
891;Marta Bacci;marta.bacci@example.org;HCP - Diabetologo;Lazio;Database DEM;true
892;Teresa Bianchi;teresa.bianchi@example.org;HCP - Diabetologo;Lazio;Database DEM;true
893;Anna Greco;anna.greco@example.org;HCP - Diabetologo;Lazio;Database DEM;true
894;Mariangela Greco;mariangela.greco@example.org;HCP - Diabetologo;Puglia;Database DEM;true
895;Valeria Benedetti;valeria.benedetti@example.org;HCP - Infermiere / Educatore;Lombardia;Database DEM;true
896;Lorenzo Salerno;lorenzo.salerno@example.org;HCP - Medico di medicina generale;Campania;Database DEM;true
897;Barbara Bonetti;barbara.bonetti@example.org;HCP - Infermiere / Educatore;Calabria;Database DEM;true
898;Viola Desantis;viola.desantis@example.org;HCP - Infermiere / Educatore;Piemonte;Database DEM;true
899;Pietro Serra;pietro.serra@example.org;HCP - Diabetologo;Emilia-Romagna;Database DEM;true
900;Silvia Zanini;silvia.zanini@example.org;Studio medico / Ambulatorio;Emilia-Romagna;Database DEM;true
901;Giorgio Piras;giorgio.piras@example.org;Altro / Industry;Marche;Database DEM;true
902;Pietro Amato;pietro.amato@example.org;Direzione sanitaria;Lombardia;Database DEM;true
903;Alessandro Martini;alessandro.martini@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
904;Paola Abbate;paola.abbate@example.org;HCP - Infermiere / Educatore;Calabria;Database DEM;true
905;Tommaso Pagano;tommaso.pagano@example.org;HCP - Diabetologo;Campania;Database DEM;true
906;Cristina Bellini;cristina.bellini@example.org;HCP - Diabetologo;Toscana;Database DEM;true
907;Sofia Pagano;sofia.pagano@example.org;HCP - Diabetologo;Lazio;Database DEM;true
908;Federica Corsi;federica.corsi@example.org;HCP - Infermiere / Educatore;Piemonte;Database DEM;true
909;Alessandro Iacobelli;alessandro.iacobelli@example.org;Studio medico / Ambulatorio;Sicilia;Database DEM;true
910;Vincenzo Piras;vincenzo.piras@example.org;Direzione sanitaria;Toscana;Database DEM;true
911;Tommaso Ferretti;tommaso.ferretti@example.org;HCP - Medico di medicina generale;Veneto;Database DEM;true
912;Barbara Deluca;barbara.deluca@example.org;HCP - Endocrinologo;Campania;Database DEM;true
913;Simone Denicola;simone.denicola@example.org;HCP - Medico di medicina generale;Marche;Database DEM;true
914;Luca Longo;luca.longo@example.org;HCP - Medico di medicina generale;Sicilia;Database DEM;true
915;Riccardo Neri;riccardo.neri@example.org;HCP - Endocrinologo;Toscana;Database DEM;true
916;Ludovica Rossetti;ludovica.rossetti@example.org;Farmacia ospedaliera;Sicilia;Database DEM;true
917;Antonio Innocenti;antonio.innocenti@example.org;Altro / Industry;Lazio;Database DEM;true
918;Raffaella Bianco;raffaella.bianco@example.org;HCP - Medico di medicina generale;Piemonte;Database DEM;true
919;Claudio Borghi;claudio.borghi@example.org;HCP - Infermiere / Educatore;Veneto;Database DEM;true
920;Silvia Ferrari;silvia.ferrari@example.org;HCP - Medico di medicina generale;Calabria;Database DEM;true
921;Valeria Poli;valeria.poli@example.org;HCP - Infermiere / Educatore;Lombardia;Database DEM;true
922;Caterina Deluca;caterina.deluca@example.org;HCP - Infermiere / Educatore;Marche;Database DEM;true
923;Federica Rossetti;federica.rossetti@example.org;HCP - Diabetologo;Toscana;Database DEM;true
924;Valeria Ricci;valeria.ricci@example.org;HCP - Endocrinologo;Lazio;Database DEM;true
925;Mariangela Mariani;mariangela.mariani@example.org;HCP - Medico di medicina generale;Lombardia;Database DEM;true
926;Rosanna Bruni;rosanna.bruni@example.org;HCP - Infermiere / Educatore;Toscana;Database DEM;true
927;Irene Milani;irene.milani@example.org;HCP - Endocrinologo;Campania;Database DEM;true
928;Teresa Galli;teresa.galli@example.org;HCP - Diabetologo;Liguria;Database DEM;true
929;Ilaria Galli;ilaria.galli@example.org;HCP - Medico di medicina generale;Piemonte;Database DEM;true
930;Monica Ricci;monica.ricci@example.org;HCP - Diabetologo;Puglia;Database DEM;true
931;Lucia Farina;lucia.farina@example.org;HCP - Diabetologo;Sardegna;Database DEM;true
932;Elena Vitale;elena.vitale@example.org;HCP - Endocrinologo;Sardegna;Database DEM;true
933;Sabrina Galli;sabrina.galli@example.org;HCP - Endocrinologo;Lazio;Database DEM;true
934;Gabriele Manfredi;gabriele.manfredi@example.org;HCP - Medico di medicina generale;Lombardia;Database DEM;true
935;Federica Martelli;federica.martelli@example.org;Altro / Industry;Piemonte;Database DEM;true
936;Roberta Lorenzi;roberta.lorenzi@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
937;Andrea Longo;andrea.longo@example.org;HCP - Endocrinologo;Lombardia;Database DEM;true
938;Monica Cardone;monica.cardone@example.org;HCP - Endocrinologo;Umbria;Database DEM;true
939;Francesca Sanna;francesca.sanna@example.org;HCP - Endocrinologo;Lombardia;Database DEM;true
940;Laura Orlando;laura.orlando@example.org;HCP - Diabetologo;Campania;Database DEM;true
941;Martina Gatti;martina.gatti@example.org;HCP - Endocrinologo;Liguria;Database DEM;true
942;Valentina Fiore;valentina.fiore@example.org;HCP - Infermiere / Educatore;Abruzzo;Database DEM;true
943;Marco Pagano;marco.pagano@example.org;HCP - Medico di medicina generale;Lazio;Database DEM;true
944;Daniele Marini;daniele.marini@example.org;HCP - Medico di medicina generale;Lazio;Database DEM;true
945;Martina Vitale;martina.vitale@example.org;Altro / Industry;Campania;Database DEM;true
946;Stefano Galli;stefano.galli@example.org;Studio medico / Ambulatorio;Lazio;Database DEM;true
947;Tommaso Caputo;tommaso.caputo@example.org;HCP - Medico di medicina generale;Liguria;Database DEM;true
948;Valeria Messina;valeria.messina@example.org;HCP - Diabetologo;Toscana;Database DEM;true
949;Barbara Conte;barbara.conte@example.org;HCP - Endocrinologo;Campania;Database DEM;true
950;Sara Volpe;sara.volpe@example.org;HCP - Diabetologo;Emilia-Romagna;Database DEM;true
951;Valentina Bianco;valentina.bianco@example.org;HCP - Diabetologo;Campania;Database DEM;true
952;Samuele Ricci;samuele.ricci@example.org;HCP - Infermiere / Educatore;Veneto;Database DEM;true
953;Caterina Orlando;caterina.orlando@example.org;HCP - Infermiere / Educatore;Liguria;Database DEM;true
954;Jacopo Negri;jacopo.negri@example.org;HCP - Diabetologo;Emilia-Romagna;Database DEM;true
955;Samuele Barbieri;samuele.barbieri@example.org;HCP - Infermiere / Educatore;Lombardia;Database DEM;true
956;Monica Grassi;monica.grassi@example.org;HCP - Medico di medicina generale;Toscana;Database DEM;true
957;Giulia Vitale;giulia.vitale@example.org;HCP - Diabetologo;Emilia-Romagna;Database DEM;true
958;Barbara Cattaneo;barbara.cattaneo@example.org;HCP - Infermiere / Educatore;Lazio;Database DEM;true
959;Giorgio Gallo;giorgio.gallo@example.org;HCP - Diabetologo;Puglia;Database DEM;true
960;Francesco Cavallo;francesco.cavallo@example.org;HCP - Medico di medicina generale;Calabria;Database DEM;true
961;Cristina Romano;cristina.romano@example.org;HCP - Infermiere / Educatore;Veneto;Database DEM;true
962;Massimo Sanna;massimo.sanna@example.org;HCP - Diabetologo;Campania;Database DEM;true
963;Teresa Zanetti;teresa.zanetti@example.org;Direzione sanitaria;Campania;Database DEM;true
964;Nicola Cirillo;nicola.cirillo@example.org;Studio medico / Ambulatorio;Emilia-Romagna;Database DEM;true
965;Paolo Rossi;paolo.rossi@example.org;HCP - Endocrinologo;Campania;Database DEM;true
966;Matteo Mancini;matteo.mancini@example.org;HCP - Endocrinologo;Lombardia;Database DEM;true
967;Michele Santoro;michele.santoro@example.org;HCP - Endocrinologo;Campania;Database DEM;true
968;Giuseppe Orlando;giuseppe.orlando@example.org;HCP - Medico di medicina generale;Sicilia;Database DEM;true
969;Marta Nardi;marta.nardi@example.org;Farmacia ospedaliera;Lombardia;Database DEM;true
970;Federica Bruno;federica.bruno@example.org;HCP - Medico di medicina generale;Veneto;Database DEM;true
971;Stefano Cavallo;stefano.cavallo@example.org;HCP - Medico di medicina generale;Veneto;Database DEM;true
972;Susanna Gallo;susanna.gallo@example.org;HCP - Endocrinologo;Lombardia;Database DEM;true
973;Roberta Melchiorre;roberta.melchiorre@example.org;HCP - Endocrinologo;Puglia;Database DEM;true
974;Chiara Guerra;chiara.guerra@example.org;HCP - Medico di medicina generale;Piemonte;Database DEM;true
975;Ilaria Zanetti;ilaria.zanetti@example.org;Studio medico / Ambulatorio;Campania;Database DEM;true
976;Tommaso Desantis;tommaso.desantis@example.org;HCP - Endocrinologo;Lombardia;Database DEM;true
977;Paola Mazza;paola.mazza@example.org;HCP - Medico di medicina generale;Puglia;Database DEM;true
978;Lucia Leone;lucia.leone@example.org;HCP - Diabetologo;Piemonte;Database DEM;true
979;Margherita Deluca;margherita.deluca@example.org;Direzione sanitaria;Lazio;Database DEM;true
980;Gianluca Silvestri;gianluca.silvestri@example.org;HCP - Medico di medicina generale;Emilia-Romagna;Database DEM;true
981;Viola Milani;viola.milani@example.org;HCP - Medico di medicina generale;Abruzzo;Database DEM;true
982;Paola Palmieri;paola.palmieri@example.org;HCP - Diabetologo;Marche;Database DEM;true
983;Valeria Fontana;valeria.fontana@example.org;HCP - Endocrinologo;Veneto;Database DEM;true
984;Barbara Cristofaro;barbara.cristofaro@example.org;HCP - Infermiere / Educatore;Sicilia;Database DEM;true
985;Enrico Antonelli;enrico.antonelli@example.org;Farmacia ospedaliera;Lombardia;Database DEM;true
986;Francesca Cavallo;francesca.cavallo@example.org;HCP - Diabetologo;Toscana;Database DEM;true
987;Valentina Poli;valentina.poli@example.org;HCP - Medico di medicina generale;Piemonte;Database DEM;true
988;Rosanna Greco;rosanna.greco@example.org;HCP - Diabetologo;Puglia;Database DEM;true
989;Gianluca Santoro;gianluca.santoro@example.org;HCP - Infermiere / Educatore;Veneto;Database DEM;true
990;Barbara Riva;barbara.riva@example.org;Farmacia ospedaliera;Veneto;Database DEM;true
991;Anna Zanetti;anna.zanetti@example.org;Studio medico / Ambulatorio;Lazio;Database DEM;true
992;Antonio Giordano;antonio.giordano@example.org;HCP - Diabetologo;Abruzzo;Database DEM;true
993;Chiara Perini;chiara.perini@example.org;Altro / Industry;Lazio;Database DEM;true
994;Antonio Denicola;antonio.denicola@example.org;HCP - Medico di medicina generale;Liguria;Database DEM;true
995;Rosanna Leone;rosanna.leone@example.org;HCP - Diabetologo;Veneto;Database DEM;true
996;Rosanna Giordano;rosanna.giordano@example.org;HCP - Medico di medicina generale;Lazio;Database DEM;true
997;Daniele Cavallo;daniele.cavallo@example.org;HCP - Infermiere / Educatore;Puglia;Database DEM;true
998;Paolo Borghi;paolo.borghi@example.org;HCP - Infermiere / Educatore;Emilia-Romagna;Database DEM;true
999;Giovanni Zanini;giovanni.zanini@example.org;HCP - Infermiere / Educatore;Piemonte;Database DEM;true
1000;Maria Perini;maria.perini@example.org;HCP - Diabetologo;Veneto;Database DEM;true
1001;Chiara Nardi;chiara.nardi@example.org;Altro / Industry;Lombardia;Database DEM;true
1002;Elena Perini;elena.perini@example.org;Altro / Industry;Lombardia;Database DEM;true
1003;Giovanni Leone;giovanni.leone@example.org;HCP - Endocrinologo;Lombardia;Database DEM;true
1004;Giulio Bassi;giulio.bassi@example.org;HCP - Medico di medicina generale;Puglia;Database DEM;true
1005;Davide Colombo;davide.colombo@example.org;HCP - Medico di medicina generale;Lombardia;Database DEM;true
1006;Claudio Parisi;claudio.parisi@example.org;Direzione sanitaria;Lombardia;Database DEM;true
1007;Marta Morelli;marta.morelli@example.org;HCP - Infermiere / Educatore;Lombardia;Database DEM;true
1008;Francesca Fumagalli;francesca.fumagalli@example.org;HCP - Diabetologo;Toscana;Database DEM;true
1009;Lorenzo Benedetti;lorenzo.benedetti@example.org;HCP - Infermiere / Educatore;Puglia;Database DEM;true
1010;Filippo Antonelli;filippo.antonelli@example.org;HCP - Diabetologo;Lazio;Database DEM;true
1011;Mauro Zanini;mauro.zanini@example.org;HCP - Medico di medicina generale;Liguria;Database DEM;true
1012;Beatrice Antonelli;beatrice.antonelli@example.org;HCP - Medico di medicina generale;Toscana;Database DEM;true
1013;Giorgio Denicola;giorgio.denicola@example.org;HCP - Infermiere / Educatore;Toscana;Database DEM;true
1014;Vincenzo Ariemma;vincenzo.ariemma@example.org;HCP - Diabetologo;Abruzzo;Database DEM;true
1015;Francesca Montanari;francesca.montanari@example.org;Altro / Industry;Friuli-Venezia Giulia;Database DEM;true
1016;Roberta Rizzo;roberta.rizzo@example.org;HCP - Diabetologo;Sicilia;Database DEM;true
1017;Elisa Lombardi;elisa.lombardi@example.org;HCP - Diabetologo;Toscana;Database DEM;true
1018;Sara Amato;sara.amato@example.org;Studio medico / Ambulatorio;Puglia;Database DEM;true
1019;Valeria Abbate;valeria.abbate@example.org;HCP - Diabetologo;Friuli-Venezia Giulia;Database DEM;true
1020;Michela Benedetti;michela.benedetti@example.org;HCP - Infermiere / Educatore;Piemonte;Database DEM;true
1021;Maria Esposito;maria.esposito@example.org;HCP - Medico di medicina generale;Sardegna;Database DEM;true
1022;Federico Bonetti;federico.bonetti@example.org;Altro / Industry;Toscana;Database DEM;true
1023;Francesca Lombardi;francesca.lombardi@example.org;HCP - Medico di medicina generale;Calabria;Database DEM;true
1024;Enrico Mariani;enrico.mariani@example.org;HCP - Diabetologo;Friuli-Venezia Giulia;Database DEM;true
1025;Francesco Fumagalli;francesco.fumagalli@example.org;Altro / Industry;Marche;Database DEM;true
1026;Daniela Cardone;daniela.cardone@example.org;Studio medico / Ambulatorio;Campania;Database DEM;true
1027;Giovanna Esposito;giovanna.esposito@example.org;Studio medico / Ambulatorio;Lombardia;Database DEM;true
1028;Raffaella Volpe;raffaella.volpe@example.org;HCP - Diabetologo;Lazio;Database DEM;true
1029;Pietro Fiore;pietro.fiore@example.org;Direzione sanitaria;Toscana;Database DEM;true
1030;Serena Silvestri;serena.silvestri@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
1031;Barbara Santoro;barbara.santoro@example.org;HCP - Infermiere / Educatore;Emilia-Romagna;Database DEM;true
